publisher_primary,game_count,review_score,avg_owners_mid,avg_language_count,avg_positive_review_ratio,avg_active_users_rate,recent_release_count,recent_release_ratio,avg_owners_mid_norm,avg_language_count_norm,game_count_norm,recent_release_count_norm,avg_active_users_rate_norm
Degica,14,6.0,11785.714285714286,1.8571428571428572,0.6403846153846153,7.857142857142858e-05,1,0.07142857142857142,0.021046705422109874,0.22604086247192554,0.08080161612582903,0.14332232775009315,0.6726044226044227
Denda Games,18,5.9,14166.666666666666,7.444444444444445,0.7783526037833481,2.380952380952381e-05,6,0.3333333333333333,0.04461734169328633,0.459373211532333,0.14238566189952076,0.4023566422499772,0.4557739557739558
Denpasoft,19,7.055555555555555,10000.0,1.6842105263157894,0.8487298988266698,2.6315789473684212e-05,6,0.3157894736842105,0.0,0.21259766350425574,0.1557485999176193,0.4023566422499772,0.48034398034398035
Destructive Creations,10,6.666666666666667,212500.0,7.3,0.7853906379184784,0.0003770857142857143,2,0.2,0.39153362638929173,0.4556583545096932,0.0,0.22716051499996484,0.914004914004914
Devolver Digital,132,7.559055118110236,568901.5151515151,7.681818181818182,0.8532057457447111,0.00016295382395382395,19,0.14393939393939395,0.517690232965173,0.46534217761211044,0.6493345140076877,0.6194287949277822,0.8071253071253072
Dharker Studios,53,5.760869565217392,17641.509433962263,1.0,0.6816481071708104,6.325247079964062e-06,2,0.03773584905660377,0.07271784202857497,0.14924393652741208,0.4145107254075418,0.22716051499996484,0.2542997542997543
Dharker Studios Ltd,13,6.25,10000.0,1.0,0.756691546156034,0.0,0,0.0,0.0,0.14924393652741208,0.06282758118853439,0.0,0.07678132678132678
Dieselmine,28,6.346153846153846,10892.857142857143,2.357142857142857,0.7250559630658442,0.00013571428571428572,15,0.5357142857142857,0.010955082395528393,0.26076406969075305,0.2525484025755791,0.5732893110003726,0.7702702702702703
Digerati,30,6.25,77333.33333333333,2.933333333333333,0.7405674573229925,3.0253968253968255e-05,2,0.06666666666666667,0.26204026516321105,0.2948690738018396,0.26992285111526687,0.22716051499996484,0.504914004914005
DigiMight,25,6.4,11000.0,7.76,0.8565327830206723,1.6e-05,4,0.16,0.012208896384238327,0.4672724480080936,0.22409978394868502,0.33278413942759594,0.3857493857493858
DigiPen Institute of Technology,40,6.55,53375.0,1.3,0.7861627333094449,1.2380952380952382e-06,0,0.0,0.21454053948115348,0.17933656770559242,0.34276034828214924,0.0,0.17567567567567569
Digital Tribe,32,5.851851851851852,54687.5,2.5625,0.7050673899567361,2.011904761904762e-05,1,0.03125,0.21765258654792383,0.27354772093573015,0.2862106654423914,0.14332232775009315,0.43611793611793614
Dikobraz Games,12,6.5,10000.0,1.0,0.6884531590413943,8.333333333333334e-06,0,0.0,0.0,0.14924393652741208,0.04352095933159413,0.0,0.2868550368550369
DillyFrame,22,6.428571428571429,12272.727272727272,6.636363636363637,0.8209497595648002,0.0,6,0.2727272727272727,0.026233568788411533,0.43771542279543646,0.1921594055706405,0.4023566422499772,0.07678132678132678
Dinosaur workshop,11,,10000.0,4.818181818181818,0.9125,9.090909090909091e-06,11,1.0,0.0,0.37916442625164526,0.022668219139849854,0.5138051705001512,0.30405405405405406
Dire Wolf,12,7.636363636363637,123333.33333333333,6.916666666666667,0.8920312268771969,0.0013397142857142859,4,0.3333333333333333,0.321836374452985,0.4454771974932255,0.04352095933159413,0.33278413942759594,0.9791154791154791
Disney,50,6.489795918367347,87200.0,6.78,0.7465743006962721,7.456e-05,0,0.0,0.2774232711308983,0.4417277491801088,0.39961980544468906,0.0,0.6621621621621622
Displacement Studios,16,4.538461538461538,86875.0,1.0625,0.4228256100889167,8.333333333333333e-07,0,0.0,0.2769449153697533,0.15586948965913544,0.11340914000229768,0.0,0.1683046683046683
Dnovel,36,6.323529411764706,34861.11111111111,13.86111111111111,0.7834635965528084,6.4444444444444445e-06,4,0.1111111111111111,0.15997129007081876,0.5810768014679438,0.3160168701261005,0.33278413942759594,0.25552825552825553
Do Games Limited,52,4.7,26538.46153846154,3.4038461538461537,0.4533933546128668,4.3351648351648355e-05,43,0.8269230769230769,0.12502736106853524,0.31919756910360064,0.409641047648492,0.7824584477755563,0.5651105651105651
Dogenzaka Lab,19,5.894736842105263,15263.157894736842,2.5789473684210527,0.6602300998697,2.406015037593985e-05,0,0.0,0.05416721391413563,0.27453949370312336,0.1557485999176193,0.0,0.4606879606879607
Doky,10,6.0,12500.0,5.4,0.33796296296296297,0.0,9,0.9,0.02858406286464565,0.39968599342247607,0.0,0.4761064671776892,0.07678132678132678
DominiGames,16,5.833333333333333,51562.5,6.0,0.7244777444777445,5.726190476190476e-05,2,0.125,0.21011474999418422,0.4189806997974829,0.11340914000229768,0.22716051499996484,0.6068796068796068
Dotemu,12,7.0,198750.0,8.416666666666666,0.789523328344404,0.00013336507936507938,2,0.16666666666666666,0.3829639362733194,0.4828364402615027,0.04352095933159413,0.22716051499996484,0.7653562653562653
Double Fine Productions,14,7.285714285714286,846428.5714285715,4.285714285714286,0.8122151468878626,1.8340136054421768e-05,0,0.0,0.5685901036026588,0.35849862764495727,0.08080161612582903,0.0,0.4152334152334152
Dr. Cyril Splutterworth,14,6.7,13571.42857142857,5.357142857142857,0.7695580293794579,2.040816326530612e-06,0,0.0,0.039118667661034175,0.3982393128146945,0.08080161612582903,0.0,0.18611793611793612
DreadXP,18,7.777777777777778,84444.44444444444,3.1666666666666665,0.8814700791572742,9.724867724867725e-05,9,0.5,0.2733096886520527,0.30727739904580004,0.14238566189952076,0.4761064671776892,0.7137592137592138
DreamBig Games,14,6.071428571428571,10000.0,5.928571428571429,0.7466108123805114,0.00022857142857142854,8,0.5714285714285714,0.0,0.4167723369809325,0.08080161612582903,0.4543210299999297,0.8513513513513513
Duality Games,12,6.428571428571429,67083.33333333333,5.75,0.7722375381184486,8.047619047619048e-05,1,0.08333333333333333,0.2438248154778163,0.4111502555130455,0.04352095933159413,0.14332232775009315,0.6793611793611793
Dystopian Edge Publishing,10,5.0,33000.0,1.0,0.29545454545454547,0.0,0,0.0,0.152942897893483,0.14924393652741208,0.0,0.0,0.07678132678132678
EJRGames,10,4.6,15000.0,1.6,0.4165884312537856,0.0,0,0.0,0.05193932803211756,0.20573450120317943,0.0,0.0,0.07678132678132678
EMIKA_GAMES,10,7.714285714285714,44500.0,3.4,0.8761659399462312,0.00014,3,0.3,0.19124403501288353,0.31900944022565497,0.0,0.2866446555001863,0.7782555282555282
ESAT,10,6.0,21500.0,1.1,0.7220074164518608,5.7142857142857145e-06,0,0.0,0.09805621957984004,0.15974911691144308,0.0,0.0,0.24385749385749386
ESDigital Games,75,6.397260273972603,62800.0,6.16,0.7546696326259756,7.49079365079365e-05,5,0.06666666666666667,0.23537226432590005,0.4238467484157031,0.5035433111337025,0.370482842750058,0.6646191646191646
Eastasiasoft Limited,31,6.714285714285714,10806.451612903225,5.193548387096774,0.8343091841505398,2.5806451612903226e-05,20,0.6451612903225806,0.009934926734121134,0.3926259023287111,0.278194027548731,0.6295171572499421,0.47788697788697787
Egosoft,10,6.444444444444445,523500.0,7.7,0.7100064239207173,0.00022452380952380952,0,0.0,0.5070354149124191,0.46579262440215363,0.0,0.0,0.8464373464373465
Eidos Interactive Corp.,11,6.7272727272727275,1356818.1818181819,4.818181818181818,0.7622548335225127,5.6077922077922085e-05,0,0.0,0.6290409241930368,0.37916442625164526,0.022668219139849854,0.0,0.6031941031941032
Electronic Arts,105,6.813725490196078,2312380.9523809524,8.438095238095238,0.775469797976095,0.0022157774149659864,21,0.2,0.6973401452152502,0.48332585110083254,0.5902198722655828,0.6391361200254633,0.9926289926289926
Enaayah Software Development and Services Private Limited,19,6.071428571428571,10000.0,2.473684210526316,0.7406846231080391,1.5789473684210526e-05,0,0.0,0.0,0.26811174810677396,0.1557485999176193,0.0,0.3832923832923833
Encore Software LLC,10,,10000.0,1.0,0.45793650793650786,7.000000000000001e-05,0,0.0,0.0,0.14924393652741208,0.0,0.0,0.6461916461916462
Endless Loop Studios,13,6.916666666666667,77307.69230769231,4.846153846153846,0.8036121561851645,2.4615384615384616e-05,1,0.07692307692307693,0.26199778231796034,0.3801971068264822,0.06282758118853439,0.14332232775009315,0.4631449631449631
Enoops,46,5.285714285714286,15217.391304347826,4.521739130434782,0.581805600924085,1.5217391304347826e-05,2,0.043478260869565216,0.05378252812918791,0.367904620355133,0.37834103053042084,0.22716051499996484,0.3796068796068796
EnsenaSoft,39,5.027777777777778,49358.97435897436,4.615384615384615,0.4909347275302147,2.8888888888888888e-05,1,0.02564102564102564,0.2045197063704226,0.37152559316354195,0.3363274245347102,0.14332232775009315,0.4950859950859951
Entropy Digital Entertainment,13,5.076923076923077,10000.0,1.0,0.5877146830457987,6.153846153846154e-05,8,0.6153846153846154,0.0,0.14924393652741208,0.06282758118853439,0.4543210299999297,0.6253071253071253
EntwicklerX,10,6.4,19000.0,1.1,0.8286755485893418,1e-05,1,0.1,0.0822209833862259,0.15974911691144308,0.0,0.14332232775009315,0.32555282555282555
EpiXR Games UG,69,6.870967741935484,10724.63768115942,1.0,0.8911016275723478,2.898550724637681e-06,40,0.5797101449275363,0.008961436611486535,0.14924393652741208,0.48211862740869543,0.7678568243440417,0.20147420147420148
Erbe Software,27,5.833333333333333,13333.333333333334,1.7777777777777777,0.6220093795093795,3.7037037037037037e-06,15,0.5555555555555556,0.03685136683324944,0.21997529271725558,0.24340640580562528,0.5732893110003726,0.21437346437346438
Eroge Japan,20,6.842105263157895,18250.0,4.1,0.7979454978978616,8.147619047619047e-05,6,0.3,0.07706182458672058,0.3507974619516812,0.168459422013835,0.4023566422499772,0.683046683046683
EroticGamesClub,181,4.857142857142857,10000.0,1.0,0.4910455125221859,2.7624309392265196e-06,125,0.6906077348066298,0.0,0.14924393652741208,0.7310486360568518,1.0,0.19901719901719903
Ertal Games,11,6.571428571428571,10000.0,1.5454545454545454,0.8219906253696545,3.6363636363636364e-05,2,0.18181818181818182,0.0,0.2011693799394799,0.022668219139849854,0.22716051499996484,0.5313267813267813
Eternal Dream,10,7.875,102000.0,1.2,0.9343934325220147,1.1866666666666668e-05,1,0.1,0.29750646060251845,0.16976550369824286,0.0,0.14332232775009315,0.3488943488943489
Euphoric Brothers,10,5.7,84000.0,13.0,0.682468201546325,0.0003133333333333333,5,0.5,0.2726336598830342,0.568224636324895,0.0,0.370482842750058,0.8931203931203932
Eversim,12,4.75,27916.666666666668,6.666666666666667,0.5206236222216015,0.001001111111111111,1,0.08333333333333333,0.13151311415028608,0.43856815059163234,0.04352095933159413,0.14332232775009315,0.9692874692874693
Evil Bunneh,10,5.333333333333333,10000.0,1.0,0.5312813620071685,0.0,2,0.2,0.0,0.14924393652741208,0.0,0.22716051499996484,0.07678132678132678
Excalibur Publishing,18,4.944444444444445,84722.22222222222,4.277777777777778,0.49769502474884547,4.814814814814815e-06,0,0.0,0.2737304022023919,0.35817509116468105,0.14238566189952076,0.0,0.2321867321867322
FIVE-BN GAMES,48,7.516129032258065,39062.5,11.416666666666666,0.9076065402831219,0.00010871031746031745,5,0.10416666666666667,0.17454851097120647,0.5423832125377654,0.3891976086796104,0.370482842750058,0.7371007371007371
Fancy Fish Games,10,6.857142857142857,24000.0,1.7,0.8301769742723982,6.8e-05,2,0.2,0.1121476679165179,0.2138605028258732,0.0,0.22716051499996484,0.6437346437346437
Fantastico Studio,11,6.777777777777778,15909.09090909091,2.6363636363636362,0.8594702842377262,0.0,2,0.18181818181818182,0.0594768185549878,0.2779663058839934,0.022668219139849854,0.22716051499996484,0.07678132678132678
Fast Travel Games,12,6.416666666666667,38333.333333333336,5.5,0.7675332775803777,0.00010904761904761906,9,0.75,0.17213461033217295,0.4030242538903517,0.04352095933159413,0.4761064671776892,0.7395577395577395
Fatshark,13,6.0,767307.6923076923,4.461538461538462,0.7571338918159723,0.0002539340659340659,0,0.0,0.5560177986399676,0.36554427834522824,0.06282758118853439,0.0,0.8697788697788698
Fellow Traveller,23,7.130434782608695,242826.08695652173,4.478260869565218,0.8351650226532961,4.3055900621118014e-05,3,0.13043478260869565,0.4086236977161367,0.36620252858921926,0.20324704375694072,0.2866446555001863,0.5614250614250614
Finji,12,7.363636363636363,297500.0,7.833333333333333,0.8572900879953665,8.053968253968254e-05,0,0.0,0.4346384667226397,0.46906741737152674,0.04352095933159413,0.0,0.6818181818181818
FireFly Studios,12,6.636363636363637,689166.6666666666,10.833333333333334,0.720357225156278,0.0002472936507936508,1,0.08333333333333333,0.5422583378083556,0.5320224893796234,0.04352095933159413,0.14332232775009315,0.8636363636363636
Fireshine Games,16,6.5625,151562.5,8.75,0.7780202220089392,0.000807125,8,0.5,0.34824032242424974,0.49032636021889625,0.11340914000229768,0.4543210299999297,0.9582309582309583
First Games Interactive,10,5.9,45500.0,5.0,0.7405543277550538,1e-05,1,0.1,0.19409094836211369,0.3857899793833686,0.0,0.14332232775009315,0.32555282555282555
FlagmanJeremy,13,4.888888888888889,13846.153846153846,1.0,0.5811243060016197,1.758241758241758e-05,5,0.38461538461538464,0.04168587443322641,0.14924393652741208,0.06282758118853439,0.370482842750058,0.40786240786240785
Flat Cat Games,11,7.1,22727.272727272728,10.181818181818182,0.8666522678458879,0.00014363636363636363,1,0.09090909090909091,0.10516755757624256,0.51982900126266,0.022668219139849854,0.14332232775009315,0.7825552825552825
Flyhigh Works,32,6.758620689655173,22968.75,4.125,0.8268416087177746,5.3869047619047616e-05,9,0.28125,0.10652147267656602,0.3518503417372944,0.2862106654423914,0.4761064671776892,0.5921375921375921
Flying Interactive,15,6.071428571428571,26000.0,2.533333333333333,0.6761820960449566,0.00015333333333333334,0,0.0,0.12240142259257246,0.2717776646843545,0.09761520293164012,0.0,0.7948402948402948
FobTi interactive,10,6.8,24000.0,1.0,0.8077296330364353,0.0,1,0.1,0.1121476679165179,0.14924393652741208,0.0,0.14332232775009315,0.07678132678132678
Focus Entertainment,66,6.590909090909091,521212.1212121212,8.878787878787879,0.7604200881434602,0.0005066883116883117,13,0.19696969696969696,0.5064743090867201,0.4931518189658974,0.4707071604985814,0.5456789700000703,0.9373464373464373
Focus Home Interactive,11,4.5,28636.363636363636,4.7272727272727275,0.5496272029800383,0.00012303030303030302,0,0.0,0.13477381094428456,0.37577359259656884,0.022668219139849854,0.0,0.7567567567567568
Forestlight Games,11,5.5,12272.727272727272,7.818181818181818,0.7174820597849327,9.090909090909091e-06,0,0.0,0.026233568788411533,0.4686977803930003,0.022668219139849854,0.0,0.30405405405405406
Forever Entertainment S. A.,79,5.873015873015873,91075.9493670886,3.518987341772152,0.6820877981391981,4.577697408077155e-05,9,0.11392405063291139,0.28299458264599586,0.32475473362749485,0.516906249151801,0.4761064671776892,0.5761670761670762
FreeMind S.A.,12,4.888888888888889,15416.666666666666,15.083333333333334,0.5890550711617301,0.00015,7,0.5833333333333334,0.05544914351444149,0.5980942602463598,0.04352095933159413,0.4299669832502795,0.7886977886977887
FreezeNova,20,5.894736842105263,79250.0,1.65,0.6985926657948867,6.476190476190476e-06,0,0.0,0.26517662393813995,0.2098358344854869,0.168459422013835,0.0,0.25675675675675674
Frogwares,20,6.25,262500.0,10.3,0.7228069098232434,9.758095238095238e-05,1,0.05,0.418604039671513,0.522092730430287,0.168459422013835,0.14332232775009315,0.714987714987715
Frontier Developments,11,7.0,1454090.9090909092,11.363636363636363,0.8003716056002063,0.001381982683982684,3,0.2727272727272727,0.6379109722154248,0.54146166150713,0.022668219139849854,0.2866446555001863,0.9815724815724816
Frontwing USA,37,7.777777777777778,18918.91891891892,2.4594594594594597,0.9200606897863398,0.00015268983268983268,7,0.1891891891891892,0.08167314825819633,0.26722822824944437,0.32296448651661164,0.4299669832502795,0.7923832923832924
Frosted Wings Studio,11,6.555555555555555,14545.454545454546,2.1818181818181817,0.7909822306061739,0.0,6,0.5454545454545454,0.04799747847206177,0.24921519609924006,0.022668219139849854,0.4023566422499772,0.07678132678132678
Frozenbyte,15,6.636363636363637,608333.3333333334,5.466666666666667,0.7611271713202706,0.00010595555555555556,0,0.0,0.5262755035416907,0.4019172412352866,0.09761520293164012,0.0,0.730958230958231
Fruitbat Factory,39,6.903225806451613,76025.64102564103,2.4615384615384617,0.8288438656704797,7.478632478632479e-05,1,0.02564102564102564,0.25985547479445253,0.2673575845087337,0.3363274245347102,0.14332232775009315,0.6633906633906634
Fulqrum Publishing,117,6.05982905982906,152264.95726495725,5.162393162393163,0.6886464323313632,7.727472527472528e-05,9,0.07692307692307693,0.34883270099723407,0.3915400839372457,0.6181594965760282,0.4761064671776892,0.6695331695331695
Funbox Media Ltd,64,5.738095238095238,75468.75,3.265625,0.6330496400659037,2.061607142857143e-05,13,0.203125,0.258913631988071,0.3123313139067308,0.46281200555175495,0.5456789700000703,0.4398034398034398
Funcom,16,6.666666666666667,732500.0,7.4375,0.7982402211803261,0.0002535833333333333,2,0.125,0.5500704198068368,0.4591960716728057,0.11340914000229768,0.22716051499996484,0.8685503685503686
Fury Games Production,13,3.8,10000.0,2.230769230769231,0.44564386872079176,0.0,0,0.0,0.0,0.2525024887630878,0.06282758118853439,0.0,0.07678132678132678
Future Friends Games,10,7.6,108500.0,9.7,0.8855661208349371,0.00029142857142857144,5,0.5,0.3054206010881707,0.5103454452781003,0.0,0.370482842750058,0.8869778869778869
G-MODE,47,6.875,11382.978723404256,1.9361702127659575,0.8978345642410827,9.503546099290782e-05,34,0.723404255319149,0.016592879545450984,0.23191546681530945,0.3838258683740316,0.7351407816775731,0.7113022113022113
GCN,10,6.666666666666667,10000.0,5.2,0.8098984348984348,5.9999999999999995e-05,3,0.3,0.0,0.3928500704771336,0.0,0.2866446555001863,0.6179361179361179
GFI,12,5.5,21666.666666666668,1.0833333333333333,0.5846459348070439,1.111111111111111e-06,0,0.0,0.0990454348443394,0.158033462518388,0.04352095933159413,0.0,0.1732186732186732
GVR Training Computer Software,11,5.0,10000.0,13.727272727272727,0.7914965986394558,0.0,7,0.6363636363636364,0.0,0.579128915038411,0.022668219139849854,0.4299669832502795,0.07678132678132678
GZ Storm,11,7.444444444444445,29545.454545454544,1.0,0.8830919458921375,9.090909090909091e-06,2,0.18181818181818182,0.1387773952533164,0.14924393652741208,0.022668219139849854,0.22716051499996484,0.30405405405405406
Gagonfe,11,7.636363636363637,12272.727272727272,2.1818181818181817,0.8962798709845843,3.636363636363636e-05,1,0.09090909090909091,0.026233568788411533,0.24921519609924006,0.022668219139849854,0.14332232775009315,0.5294840294840295
Game for people,17,6.294117647058823,221176.4705882353,61.05882352941177,0.7253882423093716,7.014005602240897e-06,0,0.0,0.3966603715219175,0.8888318816181313,0.12830005996515034,0.0,0.2628992628992629
GameHouse,47,6.975609756097561,16702.127659574468,12.191489361702128,0.8395471807593401,6.409321175278623e-05,10,0.2127659574468085,0.06570833591263225,0.5554166159454784,0.3838258683740316,0.49581379227537004,0.6363636363636364
GameMill Entertainment,30,5.178571428571429,47833.333333333336,4.766666666666667,0.5365556187735081,7.627301587301588e-05,13,0.43333333333333335,0.2004975797614675,0.3772495147123685,0.26992285111526687,0.5456789700000703,0.6670761670761671
Gamera Games,52,6.980392156862745,186153.84615384616,2.826923076923077,0.7944407263769858,0.0013268388278388278,20,0.38461538461538464,0.37457615507995534,0.28896385667950075,0.409641047648492,0.6295171572499421,0.9778869778869779
Gamera Interactive,21,6.105263157894737,22857.14285714286,2.0476190476190474,0.724931021550929,6.6666666666666675e-06,5,0.23809523809523808,0.10589749148850632,0.23993687651103293,0.18057882461709088,0.370482842750058,0.26044226044226043
Games For Pleasure,10,5.2,10000.0,21.8,0.5451670328810166,2e-05,6,0.6,0.0,0.6732337143582062,0.0,0.4023566422499772,0.43243243243243246
Games Incubator,22,6.333333333333333,45227.27272727273,10.727272727272727,0.734944534608602,0.0004976623376623377,10,0.45454545454545453,0.1933207705822839,0.5300839625748226,0.1921594055706405,0.49581379227537004,0.9361179361179361
Games Operators,30,6.117647058823529,84833.33333333333,6.433333333333334,0.6760312589762719,0.000144615873015873,3,0.1,0.27389830152448097,0.4319133409224482,0.26992285111526687,0.2866446555001863,0.785012285012285
GamesBraz,13,4.5,101538.46153846153,1.2307692307692308,0.3227899877899878,0.0,2,0.15384615384615385,0.296925473589932,0.17275601687042974,0.06282758118853439,0.22716051499996484,0.07678132678132678
Gamesforgames,67,5.656716417910448,14328.358208955224,9.014925373134329,0.6881967161141697,8.955223880597016e-06,45,0.6716417910447762,0.04607112935769427,0.49609874957051525,0.47456678923647944,0.7916497570139489,0.29606879606879605
Gaming Factory S.A.,14,,10000.0,8.142857142857142,1.0,2.8571428571428567e-05,0,0.0,0.0,0.4764829193669895,0.08080161612582903,0.0,0.4914004914004914
Gammera Nest,16,6.6,11562.5,7.4375,0.6964861592093358,1.8750000000000002e-05,8,0.5,0.018597343952226068,0.4591960716728057,0.11340914000229768,0.4543210299999297,0.4201474201474201
Gamuzumi,10,5.6,10000.0,6.5,0.8199621212121212,0.0,4,0.4,0.0,0.4338357955431288,0.0,0.33278413942759594,0.07678132678132678
Gearbox Publishing,14,6.846153846153846,1136071.4285714286,6.928571428571429,0.7780586682551665,0.00010762585034013605,3,0.21428571428571427,0.6062931730082597,0.44580073397350173,0.08080161612582903,0.2866446555001863,0.7346437346437347
GentleDriver,12,5.833333333333333,10000.0,29.0,0.7172707433085813,0.0,0,0.0,0.0,0.7323236685979531,0.04352095933159413,0.0,0.07678132678132678
Ghost_RUS Games,60,5.211538461538462,17333.333333333332,1.7833333333333334,0.541689711192799,3.6825396825396824e-06,8,0.13333333333333333,0.07046028813703575,0.22040548963781248,0.4462654819930776,0.4543210299999297,0.21253071253071254
Ghostlight LTD,14,6.214285714285714,51071.42857142857,1.5714285714285714,0.7552588215712339,0.00015272108843537418,0,0.0,0.20888884418840636,0.20335532244184223,0.08080161612582903,0.0,0.7936117936117936
GirlGames,11,8.0,92272.72727272728,18.818181818181817,0.9311824711399488,4.3116883116883114e-05,2,0.18181818181818182,0.2846670041784457,0.6430552153874177,0.022668219139849854,0.22716051499996484,0.5638820638820639
Goblinz Publishing,27,6.481481481481482,191666.66666666666,9.74074074074074,0.7689755458540972,0.00077931569664903,13,0.48148148148148145,0.3783148960800388,0.5111637044623203,0.24340640580562528,0.5456789700000703,0.9557739557739557
GoldenGod Games,13,5.909090909090909,19615.384615384617,5.230769230769231,0.6616802767460684,3.186813186813187e-05,6,0.46153846153846156,0.0863042626122894,0.3939159810060624,0.06282758118853439,0.4023566422499772,0.5147420147420148
Good Shepherd Entertainment,33,7.0625,278939.3939393939,6.515151515151516,0.812130241055452,0.00017035497835497836,3,0.09090909090909091,0.42638577385630866,0.43427033350517036,0.29398796461938853,0.2866446555001863,0.8108108108108109
Gotcha Gotcha Games,43,6.961538461538462,57093.023255813954,2.86046511627907,0.8116810882057361,0.00024584717607973423,4,0.09302325581395349,0.2231671513117977,0.29084280414740854,0.36115764923418164,0.33278413942759594,0.8611793611793612
GrabTheGames,85,6.945205479452055,104588.23529411765,6.705882352941177,0.7951692819513677,0.00013420728291316526,10,0.11764705882352941,0.3007166098584426,0.4396666911741743,0.5357472405456192,0.49581379227537004,0.769041769041769
Graffiti Games,19,6.833333333333333,115526.31578947368,8.368421052631579,0.7858239998481963,0.00014981453634085214,3,0.15789473684210525,0.313459114657209,0.4817304614775797,0.1557485999176193,0.2866446555001863,0.7874692874692875
Graverobber Foundation,11,7.0,12272.727272727272,1.8181818181818181,0.892806604648675,1.8181818181818182e-05,4,0.36363636363636365,0.026233568788411533,0.2230845667788907,0.022668219139849854,0.33278413942759594,0.41277641277641275
Gray Boss,10,7.0,21500.0,5.5,0.9600245643938539,1e-05,3,0.3,0.09805621957984004,0.4030242538903517,0.0,0.2866446555001863,0.32555282555282555
Green Man Gaming Publishing,22,6.15,46590.90909090909,4.909090909090909,0.7050642062582436,3.8441558441558445e-05,3,0.13636363636363635,0.1971261756678842,0.3825026867195209,0.1921594055706405,0.2866446555001863,0.5368550368550369
Green Sauce Games,17,7.0,17647.058823529413,6.823529411764706,0.8623791441176311,7.647058823529411e-05,2,0.11764705882352941,0.07275813182770845,0.4429290791491837,0.12830005996515034,0.22716051499996484,0.6683046683046683
Grey Alien Games,38,7.28125,12368.421052631578,2.4210526315789473,0.9050550693655242,0.00029421052631578944,12,0.3157894736842105,0.027228511874094873,0.26482445544292627,0.3297316247739855,0.53035563410288,0.8882063882063882
Guilty Pleasure Games,13,6.076923076923077,11923.076923076924,1.0769230769230769,0.713140959595166,7.692307692307692e-06,0,0.0,0.022531054236311854,0.15736993815010586,0.06282758118853439,0.0,0.2757985257985258
"H2 Interactive Co., Ltd.",10,6.8,179000.0,5.0,0.7641042527307994,7.342857142857143e-05,0,0.0,0.3695559038965228,0.3857899793833686,0.0,0.0,0.6584766584766585
HFM Games,15,6.142857142857143,172000.0,1.4,0.7081772176807809,7.217777777777778e-05,3,0.2,0.36444550769727024,0.18850022669619634,0.09761520293164012,0.2866446555001863,0.6523341523341524
HFTGames,13,6.230769230769231,10000.0,1.0,0.7300811570465987,0.00015384615384615385,6,0.46153846153846156,0.0,0.14924393652741208,0.06282758118853439,0.4023566422499772,0.7960687960687961
HH-Games,194,5.848920863309353,13969.072164948453,3.0051546391752577,0.7461989735850311,3.107020127638684e-05,41,0.211340206185567,0.0428180509846338,0.2987651602626401,0.7490226709941464,0.7728394850000352,0.5122850122850123
HIKARI FIELD,44,8.333333333333334,48863.63636363636,2.5,0.9484344278208371,0.00048487445887445893,13,0.29545454545454547,0.20322761405304948,0.2697367632700709,0.3670122815682204,0.5456789700000703,0.9324324324324325
HUNTERS,21,,10000.0,1.9047619047619047,0.7670329670329671,0.0,2,0.09523809523809523,0.0,0.22959984411454876,0.18057882461709088,0.22716051499996484,0.07678132678132678
HaDe Games,31,5.483870967741935,29193.548387096773,1.0,0.6306733267196395,3.225806451612903e-06,5,0.16129032258064516,0.13724242754957008,0.14924393652741208,0.278194027548731,0.370482842750058,0.20638820638820637
Half-Face Games,16,5.333333333333333,18750.0,1.3125,0.7057229019994978,0.0,0,0.0,0.08052424482650618,0.1805035813327919,0.11340914000229768,0.0,0.07678132678132678
Hanabi Games,10,7.4,12500.0,2.1,0.9008913046365148,0.0001,9,0.9,0.02858406286464565,0.2436061339497215,0.0,0.4761064671776892,0.7211302211302212
Hanako Games,13,7.25,56923.07692307692,1.0,0.8269786025742648,4.915750915750916e-05,0,0.0,0.22278525377651795,0.14924393652741208,0.06282758118853439,0.0,0.581081081081081
HandMade Games,61,5.037735849056604,16885.245901639344,6.131147540983607,0.5496363288572176,5.714285714285714e-06,21,0.3442622950819672,0.06710516266920533,0.42297735259074615,0.4505016757323578,0.6391361200254633,0.24201474201474202
HandyGames,62,6.368421052631579,83629.03225806452,9.387096774193548,0.74538631560967,9.956989247311828e-05,5,0.08064516129032258,0.27206664955066534,0.5039550700807659,0.4546700874562264,0.370482842750058,0.7186732186732187
Hangover Cat Purrroduction,10,7.142857142857143,16500.0,1.1,0.8975177025725294,8e-05,3,0.3,0.06414861256271082,0.15974911691144308,0.0,0.2866446555001863,0.6769041769041769
HeR Interactive,34,7.424242424242424,46323.529411764706,1.0588235294117647,0.8214599536763902,0.00020176470588235292,1,0.029411764705882353,0.19638887338520586,0.1554853441743462,0.30153980279160447,0.14332232775009315,0.8304668304668305
Headup,54,6.520833333333333,97222.22222222222,7.407407407407407,0.7545661197674184,0.0001429594356261023,4,0.07407407407407407,0.2913607002330091,0.4584267770980887,0.41929104622016095,0.33278413942759594,0.7813267813267813
Heart's Choice,24,6.461538461538462,14791.666666666666,1.0,0.8082306631550431,8.333333333333333e-05,7,0.2916666666666667,0.050147689379124796,0.14924393652741208,0.2138819969035985,0.4299669832502795,0.6855036855036855
